0.000000000	
0.452483156	
0.452726506	
0.759478472	
0.759921953	
0.768733438	
1.074855302	
1.860672740	1
1.875019704	1
1.876856417	1
1.876877097	44
1.957411165	
1.988279298	
2.295490785	
2.295865915	
2.296113156	
2.956236307	
3.860541267	1
3.957989934	
3.968871573	1
3.968913413	80
4.446123001	
4.446241651	
4.707279159	0
4.810161425	0
4.810202405	1
4.810270195	1
4.846992248	1
4.847534659	1
4.847569849	143
4.847892749	1449
4.847918329	143
4.847933539	2897
4.848387700	4345
4.848427130	5793
4.848446640	143
4.848511180	7241
4.848554961	8689
4.848576450	143
4.849012261	10137
4.849030881	143
4.849050731	11585
4.849102241	13033
4.849120061	143
4.884768343	14481
4.885136284	15929
4.885149953	143
4.886011605	17377
4.886386366	18825
4.886394556	143
4.889390150	20273
4.890511602	21721
4.890521272	143
4.891261014	23169
4.891760615	24617
4.891767535	143
4.893887118	26065
4.894261879	27513
4.894268769	143
4.896267522	28961
4.896766043	30409
4.896774713	143
4.899017427	31857
4.899404668	33305
4.899413458	143
4.901395111	34753
4.901765912	36201
4.901774072	143
4.904143776	37649
4.904522437	39097
4.904535257	143
4.906637920	40545
4.907012271	41993
4.907019711	143
4.922026007	43441
4.922511237	44889
4.922521477	143
4.923761619	46337
4.924135940	47785
4.924143630	143
4.926052683	49233
4.926066563	143
4.926390084	50681
4.926403014	143
4.928141727	52129
4.928150727	143
4.928641748	53577
4.928651368	143
4.930517511	55025
4.930528291	143
4.930892482	56473
4.930900312	143
4.932892735	57921
4.932902345	143
4.933266836	59369
4.933275976	143
4.935016729	60817
4.935025129	143
4.935391019	62265
4.935398789	143
4.937265102	63713
4.937280642	143
4.937638323	65161
4.937650513	143
4.939512236	66609
4.939523586	143
4.939887897	68057
4.939898257	143
4.941767530	69505
4.941779800	143
4.942137321	70953
4.942145641	143
4.944012664	72401
4.944021104	143
4.944385905	73849
4.944391965	143
4.946387508	75297
4.946397638	143
4.946887159	76745
4.946906709	143
4.948388192	78193
4.948895073	79641
4.948907723	143
4.950892496	81089
