0.074488517	1
0.548964904	1
0.585274834	1038
0.785308990	2
2.340959088	1
2.568046186	1
2.845207869	1
2.855301378	1
3.502202910	1
3.702225607	55
4.973644521	0
5.010615473	0
5.210655178	1
5.924967683	1
5.961642755	1
5.962059357	1
5.962543501	1449
5.962581982	2897
5.963050786	4345
5.963166950	5793
5.963206571	7241
5.963246532	8689
5.963792418	10137
5.963831649	11585
5.963871520	13033
6.163224518	143
6.163808135	143
6.163885327	143
6.219929097	14481
6.220307938	15929
6.228179050	17377
6.228552081	18825
6.244930563	20273
6.245303444	21721
6.261430659	23169
6.261803760	24617
6.277931775	26065
6.278429210	27513
6.294681548	28961
6.295056049	30409
6.311680468	31857
6.311719039	33305
6.327682700	34753
6.328070331	36201
6.344435903	37649
6.344807484	39097
6.360808035	40545
6.361306610	41993
6.420326927	143
6.428564600	143
6.445313673	143
6.495070438	143
6.511729519	143
6.544821593	143
6.553442807	43441
6.553936561	44889
6.561320979	143
6.561574636	46337
6.562061090	47785
6.578190615	49233
6.578686370	50681
6.594945649	52129
6.595195716	53577
6.611698952	55025
6.612069502	56473
6.627952690	57921
6.628327281	59369
6.642314763	60817
6.642937682	62265
6.655317486	63713
6.655813651	65161
6.668573106	66609
6.669066551	68057
6.681948490	69505
6.682314811	70953
6.695198880	72401
6.695565351	73849
6.708337637	75297
6.708952815	76745
6.761607415	143
6.762069319	143
6.778696769	143
6.795207045	143
6.812084471	143
6.827990020	143
6.828339170	143
6.842338782	143
6.855341735	143
6.855463859	78193
6.855822329	143
6.856464228	79641
6.856574852	81089
6.856614253	82537
6.856654274	83985
6.856699145	85433
6.856739276	86881
6.856778507	88329
6.856823949	89777
6.856956233	91225
6.856989054	92673
6.857028935	94121
6.857076646	95569
6.857119328	97017
6.857158169	98465
6.857202980	99913
6.869079000	143
6.881987260	143
6.882326930	143
6.891840990	101361
6.892203401	102809
6.895584560	143
6.897448095	104257
6.897947159	105705
6.908424778	107153
6.908974094	107153
6.908974324	143
6.909335815	108601
6.919710430	110049
6.920087541	111497
6.930825417	112945
6.931327352	114393
6.941658306	115841
6.942190012	117289
6.952326951	118737
6.952823115	120185
6.963332235	121633
