2.194414146	1
2.394432892	1
2.594229840	1
2.762564862	1
2.962602829	25
3.512315965	1
3.522587796	1
4.129114112	1
4.329146345	55
4.469373814	1
4.669394196	55
6.016053420	0
6.189183703	0
6.389212701	1
7.360067440	1
7.521486433	1
7.522011551	1
7.522058373	1449
7.522092885	2897
7.522136746	4345
7.522174917	5793
7.522216249	7241
7.522263500	8689
7.522305052	10137
7.522339113	11585
7.522383275	13033
7.696050977	1
7.705135983	1
7.722032018	143
7.722215134	143
7.722356409	143
7.865395030	14481
7.865437282	15929
7.865519585	17377
7.865558876	18825
7.865598928	20273
7.865643719	21721
7.865684341	23169
7.865723742	24617
7.865768984	26065
7.865808685	27513
7.874138623	28961
7.885773439	30409
7.897772788	31857
7.909773468	33305
7.921904982	34753
7.933914461	36201
7.946055495	37649
7.958155118	39097
8.065449136	143
8.065566410	143
8.065650943	143
8.065730906	143
8.065815939	143
8.085792804	143
8.109790702	143
8.133948666	143
8.158174222	143
8.236158882	40545
8.242182817	41993
8.254303121	43441
8.266164995	44889
8.276413212	46337
8.286788773	47785
8.297288338	49233
8.307540245	50681
8.317915786	52129
8.328167683	53577
8.338542464	55025
8.348791600	56473
8.359290986	57921
8.369665427	59369
8.379917664	60817
8.390293325	62265
8.400565552	63713
8.442214362	143
8.454325375	143
8.466179779	143
8.476425326	143
8.507561149	143
8.528180107	143
8.535933184	65161
8.536423832	66609
8.536466123	68057
8.536504615	69505
8.536550426	70953
8.536590228	72401
8.536630469	73849
8.536673691	75297
8.536713792	76745
8.536754174	78193
8.536799775	79641
8.536838537	81089
8.536880038	82537
8.538560608	143
8.545669752	83985
8.548804135	143
8.555670450	85433
8.559312450	143
8.572046766	86881
8.577294954	88329
8.579939498	143
8.587547631	89777
8.597923671	91225
8.600577657	143
8.608797650	92673
8.618549189	94121
8.628924360	95569
8.639926254	97017
8.649174164	98465
8.658924533	99913
8.668174874	101361
8.668673232	102809
8.686305813	104257
8.686679046	105705
8.704552395	107153
8.704928439	108601
8.722677624	110049
8.723176582	111497
8.735967469	143
8.736437296	143
8.736474717	143
8.736512808	143
8.736597982	143
8.736681365	143
8.736761637	143
8.736846100	143
8.745699887	143
8.772063500	143
8.787560614	143
8.808822374	143
8.828946883	143
8.865433676	112945
8.865471917	114393
8.868188734	143
8.868690472	143
8.900684085	115841
8.901058148	117289
8.904950407	143
8.908942600	118737
